day_id,date,day_title,order,category,category_pt,name_pt,address,latitude,longitude,leg_mode,leg_mode_pt,leg_hint,leg_maps_url,maps_search_url,route_day_url
day-2026-11-20,20 nov,Munique — Englischer Garten,3,sight,Ponto turístico,Odeonsplatz,"Odeonsplatz, Munich, Germany",48.142487,11.577944,walk,A pé,~3 min ao Hofgarten,https://www.google.com/maps/dir/?api=1&origin=Hofgarten%2C%20Munich%2C%20Germany&destination=Odeonsplatz%2C%20Munich%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Odeonsplatz%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Glockenbachviertel%2C%20Munich%2C%20Germany&travelmode=walking&waypoints=Hofgarten%2C%20Munich%2C%20Germany%7COdeonsplatz%2C%20Munich%2C%20Germany%7CSiegestor%2C%20Munich%2C%20Germany%7CEnglischer%20Garten%2C%20Munich%2C%20Germany%7CChinesischer%20Turm%2C%20Englischer%20Garten%2C%20Munich%2C%20Germany%7CEisbachwelle%2C%20Munich%2C%20Germany%7CG%C3%A4rtnerplatz%2C%20Munich%2C%20Germany%7CKaufingerstra%C3%9Fe%2C%20Munich%2C%20Germany
day-2026-11-20,20 nov,Munique — Englischer Garten,4,sight,Ponto turístico,Siegestor,"Siegestor, Munich, Germany",48.151000,11.586000,walk,A pé,Ludwigstraße / Siegestor,https://www.google.com/maps/dir/?api=1&origin=Odeonsplatz%2C%20Munich%2C%20Germany&destination=Siegestor%2C%20Munich%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Siegestor%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Glockenbachviertel%2C%20Munich%2C%20Germany&travelmode=walking&waypoints=Hofgarten%2C%20Munich%2C%20Germany%7COdeonsplatz%2C%20Munich%2C%20Germany%7CSiegestor%2C%20Munich%2C%20Germany%7CEnglischer%20Garten%2C%20Munich%2C%20Germany%7CChinesischer%20Turm%2C%20Englischer%20Garten%2C%20Munich%2C%20Germany%7CEisbachwelle%2C%20Munich%2C%20Germany%7CG%C3%A4rtnerplatz%2C%20Munich%2C%20Germany%7CKaufingerstra%C3%9Fe%2C%20Munich%2C%20Germany
day-2026-11-20,20 nov,Munique — Englischer Garten,5,sight,Ponto turístico,Englischer Garten,"Englischer Garten, Munich, Germany",48.163972,11.601542,metro,Metro,U3 ou U6 → parque,https://www.google.com/maps/dir/?api=1&origin=Siegestor%2C%20Munich%2C%20Germany&destination=Englischer%20Garten%2C%20Munich%2C%20Germany&travelmode=transit,https://www.google.com/maps/search/?api=1&query=Englischer%20Garten%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Glockenbachviertel%2C%20Munich%2C%20Germany&travelmode=walking&waypoints=Hofgarten%2C%20Munich%2C%20Germany%7COdeonsplatz%2C%20Munich%2C%20Germany%7CSiegestor%2C%20Munich%2C%20Germany%7CEnglischer%20Garten%2C%20Munich%2C%20Germany%7CChinesischer%20Turm%2C%20Englischer%20Garten%2C%20Munich%2C%20Germany%7CEisbachwelle%2C%20Munich%2C%20Germany%7CG%C3%A4rtnerplatz%2C%20Munich%2C%20Germany%7CKaufingerstra%C3%9Fe%2C%20Munich%2C%20Germany
day-2026-11-20,20 nov,Munique — Englischer Garten,6,sight,Ponto turístico,Chinesischer Turm,"Chinesischer Turm, Englischer Garten, Munich, Germany",48.152222,11.592222,walk,A pé,Dentro do parque,https://www.google.com/maps/dir/?api=1&origin=Englischer%20Garten%2C%20Munich%2C%20Germany&destination=Chinesischer%20Turm%2C%20Englischer%20Garten%2C%20Munich%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Chinesischer%20Turm%2C%20Englischer%20Garten%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Glockenbachviertel%2C%20Munich%2C%20Germany&travelmode=walking&waypoints=Hofgarten%2C%20Munich%2C%20Germany%7COdeonsplatz%2C%20Munich%2C%20Germany%7CSiegestor%2C%20Munich%2C%20Germany%7CEnglischer%20Garten%2C%20Munich%2C%20Germany%7CChinesischer%20Turm%2C%20Englischer%20Garten%2C%20Munich%2C%20Germany%7CEisbachwelle%2C%20Munich%2C%20Germany%7CG%C3%A4rtnerplatz%2C%20Munich%2C%20Germany%7CKaufingerstra%C3%9Fe%2C%20Munich%2C%20Germany
day-2026-11-20,20 nov,Munique — Englischer Garten,7,sight,Ponto turístico,Eisbachwelle,"Eisbachwelle, Munich, Germany",48.143611,11.587778,walk,A pé,Eisbach → Chinesischer Turm,https://www.google.com/maps/dir/?api=1&origin=Chinesischer%20Turm%2C%20Englischer%20Garten%2C%20Munich%2C%20Germany&destination=Eisbachwelle%2C%20Munich%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Eisbachwelle%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Glockenbachviertel%2C%20Munich%2C%20Germany&travelmode=walking&waypoints=Hofgarten%2C%20Munich%2C%20Germany%7COdeonsplatz%2C%20Munich%2C%20Germany%7CSiegestor%2C%20Munich%2C%20Germany%7CEnglischer%20Garten%2C%20Munich%2C%20Germany%7CChinesischer%20Turm%2C%20Englischer%20Garten%2C%20Munich%2C%20Germany%7CEisbachwelle%2C%20Munich%2C%20Germany%7CG%C3%A4rtnerplatz%2C%20Munich%2C%20Germany%7CKaufingerstra%C3%9Fe%2C%20Munich%2C%20Germany
day-2026-11-20,20 nov,Munique — Englischer Garten,8,sight,Ponto turístico,Isar (Gärtnerplatz),"Gärtnerplatz, Munich, Germany",48.129722,11.569722,metro,Metro,U3/U6 → Sendlinger Tor,https://www.google.com/maps/dir/?api=1&origin=Eisbachwelle%2C%20Munich%2C%20Germany&destination=G%C3%A4rtnerplatz%2C%20Munich%2C%20Germany&travelmode=transit,https://www.google.com/maps/search/?api=1&query=G%C3%A4rtnerplatz%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Glockenbachviertel%2C%20Munich%2C%20Germany&travelmode=walking&waypoints=Hofgarten%2C%20Munich%2C%20Germany%7COdeonsplatz%2C%20Munich%2C%20Germany%7CSiegestor%2C%20Munich%2C%20Germany%7CEnglischer%20Garten%2C%20Munich%2C%20Germany%7CChinesischer%20Turm%2C%20Englischer%20Garten%2C%20Munich%2C%20Germany%7CEisbachwelle%2C%20Munich%2C%20Germany%7CG%C3%A4rtnerplatz%2C%20Munich%2C%20Germany%7CKaufingerstra%C3%9Fe%2C%20Munich%2C%20Germany
day-2026-11-20,20 nov,Munique — Englischer Garten,9,sight,Ponto turístico,Kaufingerstraße,"Kaufingerstraße, Munich, Germany",48.137222,11.570833,walk,A pé,Kaufingerstraße,https://www.google.com/maps/dir/?api=1&origin=G%C3%A4rtnerplatz%2C%20Munich%2C%20Germany&destination=Kaufingerstra%C3%9Fe%2C%20Munich%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Kaufingerstra%C3%9Fe%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Glockenbachviertel%2C%20Munich%2C%20Germany&travelmode=walking&waypoints=Hofgarten%2C%20Munich%2C%20Germany%7COdeonsplatz%2C%20Munich%2C%20Germany%7CSiegestor%2C%20Munich%2C%20Germany%7CEnglischer%20Garten%2C%20Munich%2C%20Germany%7CChinesischer%20Turm%2C%20Englischer%20Garten%2C%20Munich%2C%20Germany%7CEisbachwelle%2C%20Munich%2C%20Germany%7CG%C3%A4rtnerplatz%2C%20Munich%2C%20Germany%7CKaufingerstra%C3%9Fe%2C%20Munich%2C%20Germany
day-2026-11-20,20 nov,Munique — Englischer Garten,10,night,Noite,Glockenbachviertel (noite),"Glockenbachviertel, Munich, Germany",48.127800,11.575000,walk,A pé,Glockenbach,https://www.google.com/maps/dir/?api=1&origin=Kaufingerstra%C3%9Fe%2C%20Munich%2C%20Germany&destination=Glockenbachviertel%2C%20Munich%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Glockenbachviertel%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Glockenbachviertel%2C%20Munich%2C%20Germany&travelmode=walking&waypoints=Hofgarten%2C%20Munich%2C%20Germany%7COdeonsplatz%2C%20Munich%2C%20Germany%7CSiegestor%2C%20Munich%2C%20Germany%7CEnglischer%20Garten%2C%20Munich%2C%20Germany%7CChinesischer%20Turm%2C%20Englischer%20Garten%2C%20Munich%2C%20Germany%7CEisbachwelle%2C%20Munich%2C%20Germany%7CG%C3%A4rtnerplatz%2C%20Munich%2C%20Germany%7CKaufingerstra%C3%9Fe%2C%20Munich%2C%20Germany
day-2026-11-21,21 nov,Neuschwanstein (dia inteiro),1,hotel,Hotel,B&B Hotel München-Hbf,"B&B Hotel München-Hbf, Arnulfstraße 30, München, Germany",48.144472,11.559389,,,,,https://www.google.com/maps/search/?api=1&query=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Alpsee%2C%2087645%20Schwangau%2C%20Germany&travelmode=walking&waypoints=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany%7CNeuschwanstein%20Castle%2C%20Schwangau%2C%20Germany%7CMarienbr%C3%BCcke%2C%20Schwangau%2C%20Germany
day-2026-11-21,21 nov,Neuschwanstein (dia inteiro),2,transport,Transporte,München ZOB,"München ZOB, Arnulfstraße, Munich, Germany",48.142067,11.549617,walk,A pé,~10 min até ZOB,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=M%C3%BCnchen%20ZOB%2C%20Arnulfstra%C3%9Fe%2C%20Munich%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=M%C3%BCnchen%20ZOB%2C%20Arnulfstra%C3%9Fe%2C%20Munich%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Alpsee%2C%2087645%20Schwangau%2C%20Germany&travelmode=walking&waypoints=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany%7CNeuschwanstein%20Castle%2C%20Schwangau%2C%20Germany%7CMarienbr%C3%BCcke%2C%20Schwangau%2C%20Germany
day-2026-11-21,21 nov,Neuschwanstein (dia inteiro),3,transport,Transporte,Füssen Pulverturm (FlixBus),"Pulverturmstraße 1, 87629 Füssen, Germany",47.568889,10.701389,bus,Ônibus,FlixBus ZOB → Füssen (~2h),https://www.google.com/maps/dir/?api=1&origin=M%C3%BCnchen%20ZOB%2C%20Arnulfstra%C3%9Fe%2C%20Munich%2C%20Germany&destination=Pulverturmstra%C3%9Fe%201%2C%2087629%20F%C3%BCssen%2C%20Germany&travelmode=transit,https://www.google.com/maps/search/?api=1&query=Pulverturmstra%C3%9Fe%201%2C%2087629%20F%C3%BCssen%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Alpsee%2C%2087645%20Schwangau%2C%20Germany&travelmode=walking&waypoints=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany%7CNeuschwanstein%20Castle%2C%20Schwangau%2C%20Germany%7CMarienbr%C3%BCcke%2C%20Schwangau%2C%20Germany
day-2026-11-21,21 nov,Neuschwanstein (dia inteiro),4,sight,Ponto turístico,Schloss Hohenschwangau,"Schloss Hohenschwangau, Schwangau, Germany",47.555556,10.736111,bus,Ônibus,Autocarro/regional → castelos,https://www.google.com/maps/dir/?api=1&origin=Pulverturmstra%C3%9Fe%201%2C%2087629%20F%C3%BCssen%2C%20Germany&destination=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany&travelmode=transit,https://www.google.com/maps/search/?api=1&query=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Alpsee%2C%2087645%20Schwangau%2C%20Germany&travelmode=walking&waypoints=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany%7CNeuschwanstein%20Castle%2C%20Schwangau%2C%20Germany%7CMarienbr%C3%BCcke%2C%20Schwangau%2C%20Germany
day-2026-11-21,21 nov,Neuschwanstein (dia inteiro),5,sight,Ponto turístico,Neuschwanstein Castle,"Neuschwanstein Castle, Schwangau, Germany",47.557574,10.749800,walk,A pé,Subida ao castelo,https://www.google.com/maps/dir/?api=1&origin=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany&destination=Neuschwanstein%20Castle%2C%20Schwangau%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Neuschwanstein%20Castle%2C%20Schwangau%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Alpsee%2C%2087645%20Schwangau%2C%20Germany&travelmode=walking&waypoints=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany%7CNeuschwanstein%20Castle%2C%20Schwangau%2C%20Germany%7CMarienbr%C3%BCcke%2C%20Schwangau%2C%20Germany
day-2026-11-21,21 nov,Neuschwanstein (dia inteiro),6,sight,Ponto turístico,Marienbrücke,"Marienbrücke, Schwangau, Germany",47.559000,10.741500,walk,A pé,Marienbrücke,https://www.google.com/maps/dir/?api=1&origin=Neuschwanstein%20Castle%2C%20Schwangau%2C%20Germany&destination=Marienbr%C3%BCcke%2C%20Schwangau%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Marienbr%C3%BCcke%2C%20Schwangau%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Alpsee%2C%2087645%20Schwangau%2C%20Germany&travelmode=walking&waypoints=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany%7CNeuschwanstein%20Castle%2C%20Schwangau%2C%20Germany%7CMarienbr%C3%BCcke%2C%20Schwangau%2C%20Germany
day-2026-11-21,21 nov,Neuschwanstein (dia inteiro),7,sight,Ponto turístico,Alpsee (opcional),"Alpsee, 87645 Schwangau, Germany",47.548611,10.736111,walk,A pé,Opcional · lago,https://www.google.com/maps/dir/?api=1&origin=Marienbr%C3%BCcke%2C%20Schwangau%2C%20Germany&destination=Alpsee%2C%2087645%20Schwangau%2C%20Germany&travelmode=walking,https://www.google.com/maps/search/?api=1&query=Alpsee%2C%2087645%20Schwangau%2C%20Germany,https://www.google.com/maps/dir/?api=1&origin=B%26B%20Hotel%20M%C3%BCnchen-Hbf%2C%20Arnulfstra%C3%9Fe%2030%2C%20M%C3%BCnchen%2C%20Germany&destination=Alpsee%2C%2087645%20Schwangau%2C%20Germany&travelmode=walking&waypoints=Schloss%20Hohenschwangau%2C%20Schwangau%2C%20Germany%7CNeuschwanstein%20Castle%2C%20Schwangau%2C%20Germany%7CMarienbr%C3%BCcke%2C%20Schwangau%2C%20Germany
